x,y,token
0.049350426,0.0035698207,His
-0.58659,0.3625999,attachment
-0.08963816,-0.029718148,them
0.014030458,-0.09418387,all
-0.45739913,0.22567485,increased
-0.5594814,0.32184124,attention
-0.45568228,0.44184166,Mrs
-0.58380514,0.38188052,wishes
-0.10728724,-0.017649997,proceeded
-6.812593,-4.4754796,not
-0.4866129,0.2933819,merely
0.41454563,-0.5290332,from
-0.5927257,0.37267572,interest
-0.23260666,0.20991246,but
-0.32949132,0.59435844,goodness
-0.33540854,0.25208363,heart
-0.2889939,0.15059005,gave
-0.17924225,0.1558383,him
-0.16498037,0.03426423,every
-0.5102109,0.27978566,degree
0.3538957,-0.4889393,solid
-0.57212114,0.4324155,comfort
-0.4552008,0.40162137,could
-0.38168514,0.2728548,receive
-0.4652224,0.2896197,cheerfulness
-0.1894587,0.3560096,added
-0.3357539,0.2443056,relish
-0.50481904,0.34070003,existence
0.07184335,0.10963354,By
-0.40161726,0.16457406,former
-0.53349364,0.35788566,marriage
-0.09748158,0.077655226,one
-0.39758736,0.34983787,son
-0.12878382,0.7011825,:
-0.4862368,0.3098573,present
-0.30879298,0.3405043,lady
-0.053516787,-0.13894133,three
-0.46758616,0.30939513,daughters
0.30828485,-0.38268936,steady
-0.31211483,0.28136298,young
-0.24337375,0.18678051,amply
-0.39046562,0.24880944,provided
-0.55997115,0.37147403,fortune
-0.5065985,0.4341649,mother
0.12450487,-0.17246848,half
0.29119965,-0.38691556,on
-0.07643134,0.15299149,coming
-0.46616596,0.2778739,likewise
-0.36092478,0.24365745,soon
-0.2630825,0.13606268,afterwards
-0.2558364,0.16621938,wealth
0.020362152,0.26581585,To
-0.49495795,0.36413464,therefore
-0.13088304,0.029285489,succession
-0.45083117,0.45300624,really
-0.462986,0.29091823,important
-0.5015382,0.32965177,sisters
-0.37826502,0.2667208,independent
-0.3045,0.5165264,what
-0.43883574,0.40692112,might
-0.14237325,0.324134,arise
-0.40426797,0.39909875,father
-0.16193677,0.12619166,that
-0.4201434,0.41195196,be
0.15679634,-0.25111938,small
-0.49164963,0.4555334,nothing
-0.37299806,0.31260118,only
-0.11745631,-0.08149093,seven
-0.15026893,-0.053784072,thousand
-0.236575,0.034253344,pounds
-0.28841063,0.112638496,disposal
-0.22743165,0.028515344,remaining
-0.16826706,0.07114879,first
-0.42063266,0.38588768,wife
-0.025462944,-0.072103046,also
0.04107699,-0.19690454,secured
-0.35434863,0.4638725,child
0.35327536,-0.40958765,-
-0.27790767,0.31601417,gentleman
-0.2756941,0.10442024,died
-0.3489264,0.6006439,will
-0.2759239,0.34387445,read
0.43349573,-0.50811446,like
0.15080065,-0.29694796,almost
0.026772477,-0.11359586,other
-0.47527507,0.41450578,much
-0.5122083,0.32569897,disappointment
-0.5808282,0.37847593,pleasure
-0.10211223,0.086835586,He
-0.43908048,0.41701403,neither
-0.41476095,0.49560744,unjust
-0.32267758,0.33988777,nor
-0.28448862,0.4675217,ungrateful
-0.40079564,0.5359442,leave
-0.5408608,0.3948187,;--
0.0060342224,-0.1115315,left
-0.29706582,0.19627532,such
-0.5022479,0.29211578,terms
-0.337545,0.22379859,destroyed
-0.4648386,0.33893895,value
-0.5568837,0.3776939,wished
-0.3517236,0.20365933,more
-0.44519207,0.5393977,sake
-0.3550677,0.20836851,than
-0.13851841,0.101254016,himself
0.04323915,-0.10654632,or
-0.11501299,-0.10026298,four
-0.12439545,0.15506238,way
-0.34147403,0.37311056,no
-0.25384197,0.29404956,power
0.002446259,-0.13099304,those
-0.3268641,0.15321623,most
-0.31067374,0.65480494,dear
-0.49437505,0.29970837,needed
-0.33890513,0.22918633,provision
-0.47881937,0.40549472,any
-0.322082,0.34726027,charge
-0.04279246,-0.1096906,sale
0.29554036,-0.43973637,its
-0.3671542,0.18252747,valuable
0.5461528,-0.66741145,woods
-0.23255132,0.08279111,whole
0.30392373,-0.30353916,tied
0.38843706,-0.42910662,up
-0.43642777,0.2896322,benefit
0.066647984,-0.2271788,occasional
-0.3765526,0.1941638,visits
0.23815562,-0.33423463,with
0.17377473,-0.26743653,far
-0.4252035,0.20363277,gained
-0.48998022,0.33988813,affections
-0.28159612,0.394919,uncle
-0.34723413,0.22679998,attractions
-0.118025936,0.059696075,are
-0.54088235,0.3628981,means
-0.09393066,-0.07868349,unusual
-0.021238169,-0.15985979,two
0.07322669,-0.16824156,an
0.055867538,-0.1738888,imperfect
-0.5475326,0.35483712,earnest
-0.5277161,0.41133964,desire
-0.43048152,0.26252288,having
-0.46616268,0.3412589,cunning
-0.4324251,0.4391987,tricks
-0.42091772,0.37605035,deal
0.17377533,-0.20121157,noise
-0.47976246,0.4190215,meant
-0.42784637,0.35423046,unkind
-0.48200166,0.27645165,however
-0.09642484,0.024737386,mark
-0.61703736,0.3859544,affection
-0.26007834,0.14512809,girls
0.22179478,-0.23073332,piece
-0.30049825,0.21025577,severe
-0.52738583,0.3364146,temper
-0.21036047,0.10081303,cheerful
-0.1796239,0.006860072,sanguine
-0.5088129,0.34672552,reasonably
-0.46494728,0.5724785,hope
-0.32211414,0.44146696,live
-0.061260793,-0.003168489,living
0.48559314,-0.5862885,lay
-0.41473615,0.21283635,considerable
-0.39915445,0.30830133,sum
-0.48356318,0.3086013,produce
-0.12167548,-0.011966396,already
-0.55559045,0.35506782,capable
-0.567266,0.35462156,immediate
-0.48653254,0.30286926,improvement
-0.41670877,0.3290369,twelvemonth
0.1413154,-0.2114606,survived
-0.48426577,0.3571966,longer
-0.089311235,0.2116513,including
-0.25142318,0.05890452,remained
-0.26861575,0.2573294,widow
-0.15323515,0.06418081,sent
-0.51501787,0.33308825,danger
-0.37043503,0.23530869,known
-0.37890476,0.19029017,recommended
-0.24128073,0.23995715,strength
-0.4832428,0.28741434,illness
-0.2410351,0.20312628,command
-0.42863736,0.35450706,law
-0.445297,0.41887388,John
-0.15393654,0.060189564,strong
-0.623227,0.3947645,feelings
-0.30594477,0.19425188,rest
-0.38329318,0.2195158,affected
-0.28920797,0.1823969,recommendation
-0.4747916,0.27521047,nature
-0.33232594,0.24476185,time
-0.4893661,0.47201186,promised
-0.40605092,0.6173011,do
-0.4471135,0.39409208,thing
-0.46280438,0.56995016,make
-0.4800771,0.32035363,comfortable
-0.48991254,0.26841024,rendered
-0.31944266,0.30942836,easy
-0.53293484,0.36369717,assurance
0.020002289,0.042633567,then
-0.45561197,0.30885568,leisure
-0.4816601,0.56139815,consider
-0.3441239,0.5156466,how
-0.14684962,0.22644976,there
-0.5070286,0.41286832,ill
-0.55451226,0.38049123,disposed
-0.43481082,0.54622394,unless
-0.2593833,0.21797302,rather
0.1558223,-0.21417959,cold
-0.14111952,0.13310517,hearted
-0.4861417,0.40653855,selfish
-0.3044778,0.28112704,is
-0.40171725,0.4164924,well
-0.26844677,0.19864932,respected
-0.031385712,-0.11333627,conducted
-0.5169249,0.28978136,propriety
-0.33112246,0.34519687,discharge
-0.29889145,0.12641132,ordinary
-0.13304937,0.029248297,duties
0.0100431675,0.12197808,Had
-0.45490655,0.48195845,married
-0.518642,0.37485167,amiable
-0.34950694,0.36149725,woman
-0.36807013,0.38782597,have
-0.09263494,0.013097778,made
0.18163389,-0.25977024,still
0.1015633,-0.084476106,:--
-0.28975728,0.1245071,even
0.041971944,-0.0963041,when
-0.47426888,0.4295923,fond
-0.16870396,0.1620436,caricature
0.5115814,-0.633012,narrow
-0.20996612,0.21543011,minded
0.08046464,-0.02857223,When
-0.46978065,0.5294629,promise
-0.052641388,-0.1167907,within
-0.4885313,0.2829349,increase
-0.25875202,0.20974383,fortunes
-0.42581287,0.3692644,thought
-0.40079224,0.32384193,equal
-0.19376239,0.024249744,prospect
-0.2920316,0.1291567,year
-0.285325,0.20041433,addition
-0.5269157,0.34192145,income
-0.41016725,0.3714127,besides
0.34990656,-0.44539988,warmed
-0.49088284,0.44867688,feel
-0.53894883,0.37464675,generosity
-0.38524306,0.5783692,.--
-0.22108562,0.51899296,""""
-0.28375795,0.58641183,Yes
-0.43915144,0.42019847,would
-0.4838923,0.58086765,give
-0.34301567,0.21813305,liberal
-0.35153764,0.25859618,handsome
-0.22810946,0.62636745,!
-0.20430645,0.2781074,It
-0.3900136,0.43692192,enough
-0.17252223,-0.01933586,completely
-0.014623236,-0.076999225,Three
-0.22229043,0.27191353,spare
-0.1057421,0.22002964,little
-0.48256978,0.36599863,inconvenience
-0.3363162,0.59173244,"."""
-0.10049936,0.3733818,--
-0.17028944,0.111698255,day
-0.40543354,0.44693607,did
-0.43727836,0.5540897,repent
-0.30306718,0.60844773,No
-0.49511057,0.40249974,sooner
-0.04973417,0.16598463,funeral
0.462111,-0.5473171,over
-0.40265915,0.25288105,without
-0.25761527,0.20733829,sending
-0.5179216,0.3545853,notice
-0.49161515,0.33245665,intention
-0.24956569,0.080144316,arrived
0.25370157,-0.36155286,attendants
-0.40410498,0.4129492,dispute
-0.18131387,0.33800885,right
-0.265638,0.443845,come
-0.5133243,0.4107125,husband
0.010749823,-0.08187367,moment
-0.6019064,0.3864804,conduct
-0.45707485,0.2930116,greater
-0.5968375,0.38214394,situation
-0.34602544,0.18806219,common
-0.41106558,0.5150159,must
-0.4630518,0.26732835,highly
-0.1251774,0.05022509,unpleasing
-0.55250204,0.4160337,HER
-0.53618014,0.40045765,mind
-0.43060312,0.27222398,sense
0.4559605,-0.5683359,keen
-0.3632343,0.22283398,romantic
-0.51146066,0.45994845,offence
-0.2977226,0.1703207,kind
-0.46347794,0.30892134,given
-0.3904825,0.18849254,source
0.023289131,-0.09129612,disgust
-0.41769144,0.50186294,never
-0.50723726,0.33833277,favourite
-0.40945193,0.3523578,she
-0.5764298,0.38575965,opportunity
-0.026794678,0.021055061,till
-0.37442315,0.3207423,shewing
-0.3394502,0.26568568,people
-0.26229915,0.12168954,act
-0.5677575,0.35646442,occasion
-0.51879704,0.31041333,required
-0.0037700557,0.25339314,So
-0.60324883,0.3960711,behaviour
-0.25125933,0.1653422,earnestly
-0.46513903,0.477563,despise
-0.51593554,0.39130953,daughter
-0.42516616,0.23886116,arrival
-0.4419054,0.20624518,latter
-0.021702357,-0.098173335,quitted
-0.40160692,0.4240106,ever
-0.29645422,0.23207568,entreaty
-0.4735197,0.31591314,eldest
-0.2815811,0.34631324,girl
-0.4201874,0.25955802,induced
-0.4699844,0.30960715,reflect
-0.29243648,0.37674698,going
-0.1915406,0.16535644,tender
-0.2898943,0.4364685,love
-0.5644682,0.4180484,determined
-0.38262448,0.53293365,stay
-0.20267074,0.2813342,sakes
-0.55186385,0.37548047,avoid
-0.17437677,0.1769969,breach
-0.5001448,0.4182148,brother
-0.56953424,0.4072558,Elinor
-0.14031497,0.023171078,whose
-0.4565197,0.466669,advice
-0.27414346,0.17139003,effectual
-0.3210714,0.18548945,possessed
-0.5476121,0.35355926,understanding
-0.015566033,-0.093141094,coolness
-0.60365313,0.391771,judgment
-0.0904788,0.02199518,qualified
-0.29873234,0.16284999,though
-0.026167465,-0.10224612,nineteen
-0.3065145,0.14288174,enabled
-0.42754892,0.20867482,frequently
-0.5742146,0.3922724,advantage
-0.3055737,0.14866209,eagerness
-0.2883868,0.13399746,generally
0.106422305,-0.24753185,led
-0.47085628,0.30195633,imprudence
-0.4024562,0.2980612,She
-0.45402357,0.3226886,excellent
-0.58950555,0.3591364,disposition
-0.48136163,0.30811578,affectionate
-0.4568142,0.35955444,knew
-0.45934382,0.39368883,govern
-0.5396968,0.35294932,knowledge
-0.2627202,0.1528574,yet
-0.4475471,0.5146729,learn
-0.54582584,0.37723428,resolved
-0.43702933,0.4290785,taught
-0.5686679,0.40595978,Marianne
-0.58169687,0.35485798,abilities
-0.42527637,0.27988976,respects
-0.3627794,0.3339406,quite
-0.5089034,0.40098152,sensible
-0.4448478,0.46400604,clever
-0.27676484,0.10958579,eager
-0.41794446,0.39915872,everything
-0.27878442,0.09099691,sorrows
-0.24862087,0.13651223,joys
-0.28953376,0.35061413,moderation
-0.50059175,0.4208811,generous
-0.5411436,0.3687476,interesting
-0.5213603,0.35279503,prudent
-0.48030314,0.27711946,resemblance
-0.0023871248,-0.14830494,between
0.15701328,-0.20725565,saw
-0.55016476,0.35856494,concern
-0.3558365,0.15754935,excess
-0.37567756,0.19920635,sensibility
-0.40612704,0.28791794,valued
-0.10186007,0.0055558523,cherished
0.051372465,-0.1459552,They
-0.4340884,0.334234,encouraged
0.14808656,-0.27465045,each
-0.07934269,0.13545556,now
-0.14231184,-0.011353301,violence
-0.46437123,0.25395414,affliction
0.15934229,-0.23515947,agony
-0.40306357,0.23577516,grief
-0.17420635,0.04601626,overpowered
-0.26450747,0.12200118,voluntarily
0.1835021,-0.24629094,renewed
-0.2162765,0.05511599,sought
-0.07464722,0.20229618,created
-0.08670546,0.19929726,again
-0.08520721,-0.07503358,themselves
-0.31748155,0.109596916,wholly
-0.33109623,0.21313846,sorrow
-0.20141536,0.026237503,seeking
-0.1459255,0.0060572117,wretchedness
-0.47262052,0.29301676,reflection
-0.5306743,0.5060307,afford
0.30439723,-0.36125973,against
-0.0039806324,-0.09997705,admitting
-0.54290414,0.36817637,consolation
-0.46524957,0.28217554,future
-0.35286823,0.33359373,too
-0.12241218,-0.0019830088,deeply
0.014163547,0.036030293,afflicted
-0.11270218,-0.052702583,struggle
-0.34329832,0.23903055,exert
-0.46855763,0.35585997,herself
-0.40263307,0.44897103,consult
-0.43206987,0.4920805,treat
-0.4836895,0.3682745,proper
-0.14740904,0.13594304,strive
-0.13809554,0.0012878791,rouse
-0.3111127,0.08397922,similar
-0.5361428,0.30741403,exertion
-0.4068817,0.23573677,encourage
-0.17574733,0.03511132,forbearance
-0.4524985,0.34761143,Margaret
0.05355984,-0.18918595,romance
-0.12847985,-0.019571597,thirteen
-0.21306579,0.5907394,bid
-0.04891114,0.21921577,fair
-0.29898018,0.070491165,period
0.2269126,0.9864139,2
-0.39310268,0.36132696,mistress
-0.44110557,0.31230178,condition
-0.35377875,0.15210702,visitors
0.07203743,0.09946483,As
-0.54126203,0.3321342,treated
-0.33932877,0.22638452,quiet
-0.5289127,0.35484427,civility
-0.60634404,0.3883731,kindness
0.3738378,-0.44818482,towards
-0.49634457,0.5603717,anybody
-0.061137524,-0.06239671,beyond
0.0694626,-0.15137196,pressed
-0.2618095,0.08687086,some
-0.22800535,0.14289074,earnestness
-0.47873065,0.3237512,plan
0.17870894,-0.33325797,appeared
-0.421107,0.22687857,eligible
-0.13407665,0.03940594,accommodate
-0.4077095,0.21111013,neighbourhood
-0.52083266,0.3763396,invitation
-0.42665732,0.27589038,accepted
0.05125447,0.31402445,A
-0.4523635,0.24776916,continuance
-0.1154402,0.037472855,place
-0.2913815,0.1621435,reminded
-0.20774058,0.17084952,delight
-0.41458884,0.3500394,exactly
-0.29665858,0.09383443,suited
-0.00015081746,-0.11272263,seasons
-0.3250918,0.34227672,hers
-0.16825615,0.19147228,possess
-0.55874616,0.31896576,expectation
-0.57909817,0.3775593,happiness
0.30770233,-0.44521186,itself
-0.531746,0.2962338,equally
0.29757893,-0.40890825,carried
0.2952955,-0.3187371,away
-0.40100634,0.38192725,fancy
-0.47490713,0.51512957,approve
-0.35273588,0.5402138,take
-0.18251033,0.3283588,boy
-0.07076808,0.04900258,dreadful
-0.25813085,0.19847852,begged
-0.4372777,0.62036616,think
-0.57703483,0.3630541,subject
-0.23363228,0.65805984,How
-0.46014842,0.47631884,answer
-0.24307466,0.36638796,rob
-0.27742052,0.724077,?
-0.017586632,0.27263054,And
-0.54356647,0.39259392,possible
-0.4865311,0.4005042,claim
-0.44801474,0.445459,Miss
-0.47076777,0.3070337,Dashwoods
-0.520923,0.33850658,related
0.24693805,-0.1554252,blood
-0.56265336,0.36201432,considered
-0.37083593,0.27964306,amount
-0.5170997,0.3514659,supposed
-0.47424927,0.5068198,exist
-0.43090126,0.22188026,different
-0.2434013,0.2454334,marriages
-0.33487827,0.64084196,why
-0.16649306,0.20234793,ruin
-0.31828147,0.41644874,poor
-0.22801906,0.46017435,Harry
-0.49146974,0.295468,giving
-0.47439164,0.42093962,money
-0.30067253,0.5534285,my
-0.11743911,0.03554919,last
-0.4754508,0.33650908,request
-0.2448503,0.44651437,me
-0.1779465,0.427521,","""
-0.21338981,0.44381297,replied
-0.31434932,0.4899236,I
-0.43873364,0.4659242,should
-0.5188173,0.35434258,assist
-0.43389305,0.63879645,know
-0.33051538,0.36578822,talking
-0.37946013,0.6655298,dare
-0.3858457,0.58955795,say
0.57385916,-0.6897138,light
0.4362992,-0.5116863,headed
-0.2604894,0.08426784,senses
-0.26574978,0.40300906,begging
-0.37983248,0.61500776,you
-0.3271456,0.59054756,your
-0.54646784,0.3526916,particular
-0.5047147,0.42938665,Fanny
-0.26410323,0.13997187,requested
-0.4046063,0.55285215,Perhaps
-0.347119,0.44109428,if
-0.46741334,0.5248584,myself
-0.465663,0.3725263,hardly
-0.42882738,0.6215879,suppose
-0.38962647,0.47831613,neglect
-0.41088653,0.25438014,less
-0.4716536,0.31305993,least
-0.34437904,0.15900491,performed
-0.37559697,0.364359,Something
-0.4466452,0.51898456,done
-0.40956908,0.28212908,whenever
-0.45790857,0.38593465,settle
-0.034551002,0.04852445,new
-0.29328698,0.63017607,Well
-0.34841365,0.3095372,something
-0.4094488,0.6043763,THAT
-0.44880328,0.57915825,need
-0.13643882,0.3872661,Consider
-0.07026024,0.024642328,once
-0.057022125,0.027252505,parted
-0.37252793,0.6455138,can
-0.42577362,0.39952266,return
-0.23737484,0.6366108,Your
-0.53601384,0.51981837,marry
-0.17715718,0.2861279,gone
-0.21845746,0.76590616,If
-0.44853777,0.4161619,indeed
-0.40245318,0.19476709,restored
-0.16702783,0.37034848,our
-0.16869116,0.42810124,"--"""
-0.2991219,0.6834484,Why
-0.42815894,0.6059051,sure
-0.19650403,0.42152846,said
-0.16144502,0.36958918,gravely
-0.45161366,0.343983,difference
-0.39091024,0.525917,may
-0.542444,0.40652004,regret
-0.092242315,-0.0516278,numerous
-0.44998944,0.32759815,instance
-0.47398978,0.34771395,convenient
-0.4395566,0.5238041,better
-0.45102146,0.26556897,parties
0.2784854,-0.39630753,diminished
-0.23053363,0.2832031,Five
-0.14878683,-0.06954771,hundred
0.22233804,-0.33052087,prodigious
-0.24788937,0.64703405,"!"""
-0.27112246,0.6707507,Oh
-0.49280018,0.51888067,anything
-0.21678598,0.6826226,What
0.3471072,-0.35142463,earth
-0.26275265,0.6418595,!--
-0.16974829,0.236292,spirit
-0.47917145,0.6075682,wish
-0.3701089,0.66001856,mean
-0.081264,0.01999954,One
-0.35762846,0.23701595,occasions
-0.49028423,0.5543932,expect
-0.13695629,0.25786474,There
-0.48183087,0.34504628,knowing
0.10907739,0.88180894,THEY
-0.28495112,0.44189784,we
-0.3563071,0.24623533,expectations
-0.4843113,0.38915768,question
-0.29736418,0.596484,Certainly
-0.1548785,-0.0609013,five
-0.16980408,0.54732966,mine
-0.28306246,0.3466603,about
-0.13023241,0.16667879,strikes
-0.4325668,0.64094913,want
-0.1198025,-0.029041326,divided
-0.36595982,0.19052252,amongst
-0.48369575,0.4618879,doing
-0.10661615,0.010313295,together
-0.081312604,0.4977409,That
-0.38458785,0.3867008,true
-0.38826817,0.3224509,whether
0.17128833,-0.27731213,upon
-0.3899193,0.4000765,advisable
0.21905671,-0.30953795,while
-0.16399916,0.11114265,lives
-0.30476788,0.26650268,annuity
-0.22874647,0.619668,My
-0.42782578,0.21404374,effects
-0.5418971,0.39067173,perfectly
-0.07025668,0.109162666,hesitated
-0.5132331,0.40065566,consent
-0.05576284,0.014262293,parting
-0.07397982,-0.10164083,fifteen
-0.31807938,0.6268072,shall
-0.3660925,0.2500265,taken
-0.4070259,0.568814,cannot
-0.41080707,0.5399558,worth
-0.42389828,0.32361206,purchase
-0.49906954,0.40973365,observe
-0.43597916,0.39661536,always
-0.4732211,0.3748295,paid
0.19886197,-0.23595242,stout
-0.185174,0.0571599,healthy
-0.15546684,-0.048946068,forty
0.21042922,-0.14648132,An
-0.5530594,0.38771173,serious
-0.45619163,0.40938666,business
-0.20397262,0.42999268,comes
-0.28608054,0.36898544,getting
-0.46225533,0.442711,rid
-0.34622347,0.5899954,You
-0.51656634,0.34907517,aware
-0.4391856,0.54553664,trouble
-0.18402965,0.15135328,payment
-0.17784554,0.054619838,servants
0.016971273,-0.10926744,amazing
-0.40556398,0.28615856,disagreeable
-0.18463686,0.010895617,found
0.053123303,-0.08982937,Twice
-0.05473037,-0.06630413,these
0.36101264,-0.4309956,turned
0.29546332,-0.31627256,out
-0.2501379,0.38663474,sick
-0.26015234,0.092856884,Her
0.21776722,-0.2537727,perpetual
-0.22951567,0.07430307,claims
-0.4399909,0.45580453,because
-0.5549751,0.3596705,otherwise
-0.518301,0.3094141,entirely
-0.44598186,0.3155191,whatever
-0.34331083,0.27726364,has
-0.31332833,0.24521922,abhorrence
-0.36756814,0.6508609,am
0.44957575,-0.5428781,pin
0.39722392,-0.43892783,down
-0.25236803,0.20099157,world
-0.4851426,0.44780812,certainly
-0.44458655,0.32403466,unpleasant
-0.08963555,0.05916618,yearly
-0.3629555,0.26065204,justly
-0.3348945,0.57551706,says
0.10077612,0.9553644,NOT
0.16516538,-0.2869597,regular
-0.22048867,0.17739613,rent
-0.3593957,0.23591386,desirable
-0.13704921,0.16953972,takes
-0.4299372,0.2843292,independence
0.033960424,0.3096272,Undoubtedly
-0.09763227,-0.0066414136,after
-0.35647333,0.37618652,thanks
-0.415465,0.25337043,secure
-0.5534154,0.35764828,expected
-0.11975497,0.20984922,raises
-0.53493035,0.34683853,gratitude
-0.46874705,0.35789442,discretion
-0.19247219,0.33401275,bind
-0.49541694,0.5698098,allow
-0.15727574,-0.05262786,fifty
-0.24020176,0.2938736,expenses
-0.47567773,0.60059005,believe
-0.48151523,0.32859358,case
0.22405384,-0.36687014,occasionally
-0.3951473,0.19933999,assistance
-0.2559778,0.094357505,allowance
-0.21766222,0.27329364,enlarge
-0.47690815,0.3411642,style
-0.4487451,0.2572476,felt
0.19485396,-0.33006522,larger
-0.35585696,0.4465367,sixpence
-0.113832526,0.09523115,richer
0.17992806,-0.26765367,end
-0.39886037,0.4980532,best
-0.5336607,0.34973824,prevent
-0.42051494,0.23889732,being
-0.36101872,0.25865856,distressed
-0.3092609,0.57598925,Indeed
-0.46427497,0.4111019,truth
-0.56891507,0.4242053,convinced
-0.4998982,0.3627383,idea
0.11019074,-0.0829653,looking
-0.33895203,0.39693293,helping
-0.10758484,0.15086304,move
-0.22355893,0.16594781,things
-0.21348348,0.12938853,presents
0.045020837,-0.017957091,fish
-0.28330493,0.40120226,game
0.30982256,-0.26384658,forth
-0.19823286,0.032368094,season
-0.3577615,0.6479375,ll
-0.33756095,0.16049518,farther
0.11035212,-0.20961311,strange
-0.43533286,0.33874044,unreasonable
-0.2709263,0.74314976,Do
-0.37948552,0.5208784,excessively
-0.4355547,0.2633225,belonging
-0.16330464,0.50423,brings
-0.27513552,0.34409657,course
-0.46977043,0.5332482,pay
0.17473324,-0.26618835,board
-0.19974262,0.08888411,women
-0.3037888,0.6886788,?--
-0.10036007,0.12019907,cheap
0.04663654,-0.11256286,carriage
0.19579108,-0.28651688,horses
-0.33166817,0.5126807,keep
-0.37650067,0.22378317,company
-0.24661124,0.45496953,Only
-0.44588935,0.47403893,conceive
-0.47382414,0.5419742,imagine
-0.4164657,0.326633,spend
-0.36790118,0.23959027,absurd
-0.561637,0.46708658,able
0.07276273,0.95582366,YOU
-0.02209009,0.2036546,Upon
-0.27984515,0.390427,word
-0.4276331,0.38061884,clearly
-0.47728127,0.6080603,understand
-0.4521385,0.34017026,strictly
-0.28069034,0.35629869,fulfil
-0.60185385,0.39997602,engagement
0.001748289,-0.05873344,acts
-0.36059102,0.19766904,described
-0.18600084,0.1287661,another
-0.34436244,0.15098324,services
-0.49112928,0.29016337,readily
-0.0044858838,-0.08663693,Some
-0.19514804,0.071991384,furniture
-0.31934753,0.3912753,acceptable
-0.15341361,0.0029766462,returned
0.0077236234,0.83805335,ONE
0.2887864,-0.36701813,moved
-0.44725254,0.35292494,sold
0.032123897,0.012847878,china
0.32235456,-0.34487164,plate
0.08744723,-0.19473578,linen
-0.45290273,0.35608128,saved
-0.19058281,0.014605082,fitted
-0.5091439,0.27374578,material
-0.5293634,0.3242468,consideration
-0.38272646,0.21027154,undoubtedly
-0.12707934,0.14612947,pleasant
-0.07384598,-0.031111073,stock
-0.2857103,0.50172067,here
0.046995025,-0.081551984,set
-0.23937422,0.25555888,breakfast
-0.075416066,0.028291782,twice
-0.37607834,0.35385346,belongs
0.12145008,0.90155303,THEM
